tm_value,board_size,winner,margin,komi
0,13,White,9,0
0,13,Black,95,0
0,13,White,79,0
0,13,White,9,0
0,13,Black,31,0
0,13,Black,35,0
0,13,Black,9,0
0,13,Black,55,0
0,13,Black,169,0
0,13,White,169,0
0,13,Black,11,0
0,13,Black,103,0
0,13,White,3,0
0,13,Black,19,0
0,13,Black,51,0
0,13,Black,75,0
0,13,White,169,0
0,13,White,15,0
0,13,Black,41,0
0,13,White,103,0
0,13,White,11,0
0,13,White,13,0
0,13,Black,15,0
0,13,White,43,0
0,13,Black,7,0
0,13,Black,93,0
0,13,White,113,0
0,13,Black,55,0
0,13,Black,71,0
0,13,White,33,0
0,13,White,109,0
0,13,Black,117,0
0,13,White,7,0
0,13,White,53,0
0,13,Black,83,0
0,13,Black,73,0
0,13,Black,69,0
0,13,White,27,0
0,13,Black,9,0
0,13,White,81,0
0,13,Black,37,0
0,13,White,109,0
0,13,Black,13,0
0,13,White,11,0
0,13,White,15,0
0,13,Black,29,0
0,13,Black,13,0
0,13,Black,23,0
0,13,White,35,0
0,13,Black,83,0
0,13,White,61,0
0,13,Black,109,0
0,13,Black,85,0
0,13,White,11,0
0,13,White,3,0
0,13,White,133,0
0,13,Black,51,0
0,13,White,53,0
0,13,Black,35,0
0,13,Black,23,0
0,13,White,109,0
0,13,White,169,0
0,13,Black,29,0
0,13,Black,35,0
0,13,Black,57,0
0,13,White,5,0
0,13,Black,29,0
0,13,White,7,0
0,13,Black,3,0
0,13,Black,43,0
0,13,White,57,0
0,13,Black,5,0
0,13,Black,35,0
0,13,White,37,0
0,13,Black,17,0
0,13,White,45,0
0,13,White,93,0
0,13,Black,27,0
0,13,White,11,0
0,13,White,21,0
0,13,White,39,0
0,13,White,25,0
0,13,White,9,0
0,13,Black,59,0
0,13,White,57,0
0,13,White,63,0
0,13,Black,21,0
0,13,White,9,0
0,13,Black,71,0
0,13,Black,3,0
0,13,Black,33,0
0,13,White,17,0
0,13,Black,5,0
0,13,Black,61,0
0,13,Black,17,0
0,13,Black,5,0
0,13,White,57,0
0,13,White,1,0
0,13,White,39,0
0,13,White,87,0
0,13,Black,11,0
0,13,Black,31,0
0,13,Black,55,0
0,13,White,7,0
0,13,White,1,0
0,13,White,11,0
0,13,Black,17,0
0,13,White,21,0
0,13,Black,105,0
0,13,Black,37,0
0,13,White,1,0
0,13,Black,17,0
0,13,White,17,0
0,13,Black,89,0
0,13,White,9,0
0,13,White,45,0
0,13,White,71,0
0,13,White,11,0
0,13,Black,13,0
0,13,Black,37,0
0,13,Black,53,0
0,13,Black,23,0
0,13,Black,27,0
0,13,Black,43,0
0,13,Black,57,0
0,13,White,73,0
0,13,White,101,0
0,13,Black,35,0
0,13,White,31,0
0,13,White,39,0
0,13,Black,87,0
0,13,Black,61,0
0,13,Black,61,0
0,13,Black,3,0
0,13,White,17,0
0,13,Black,31,0
0,13,Black,75,0
0,13,White,51,0
0,13,White,71,0
0,13,Black,75,0
0,13,White,105,0
0,13,Black,55,0
0,13,Black,1,0
0,13,Black,11,0
0,13,White,37,0
0,13,White,29,0
0,13,White,27,0
0,13,White,9,0
0,13,White,17,0
0,13,Black,11,0
0,13,Black,119,0
0,13,Black,83,0
0,13,White,39,0
0,13,Black,39,0
0,13,Black,37,0
0,13,White,17,0
0,13,Black,69,0
0,13,White,47,0
0,13,White,9,0
0,13,Black,33,0
0,13,White,29,0
0,13,Black,5,0
0,13,Black,29,0
0,13,White,7,0
0,13,Black,17,0
0,13,Black,49,0
0,13,White,37,0
0,13,Black,3,0
0,13,White,45,0
0,13,White,37,0
0,13,Black,13,0
0,13,Black,11,0
0,13,Black,25,0
0,13,Black,69,0
0,13,White,51,0
0,13,Black,5,0
0,13,White,57,0
0,13,White,95,0
0,13,White,5,0
0,13,Black,27,0
0,13,White,11,0
0,13,Black,5,0
0,13,White,51,0
0,13,White,55,0
0,13,White,19,0
0,13,Black,35,0
0,13,White,63,0
0,13,Black,17,0
0,13,White,41,0
0,13,Black,169,0
0,13,White,13,0
0,13,Black,29,0
0,13,Black,23,0
0,13,Black,11,0
0,13,Black,27,0
0,13,Black,27,0
0,13,White,35,0
0,13,White,27,0
0,13,White,109,0
0,13,Black,31,0
0,13,White,61,0
0,13,Black,29,0
0,13,White,39,0
0,13,White,67,0
0,13,Black,3,0
0,13,Black,13,0
0,13,Black,1,0
0,13,Black,27,0
0,13,White,23,0
0,13,Black,13,0
0,13,White,115,0
0,13,White,19,0
0,13,Black,61,0
0,13,Black,61,0
0,13,Black,15,0
0,13,Black,81,0
0,13,White,13,0
0,13,Black,27,0
0,13,White,15,0
0,13,White,89,0
0,13,White,21,0
0,13,White,51,0
0,13,Black,3,0
0,13,Black,59,0
0,13,Black,13,0
0,13,White,79,0
0,13,Black,21,0
0,13,Black,91,0
0,13,Black,25,0
0,13,Black,21,0
0,13,White,61,0
0,13,White,45,0
0,13,White,169,0
0,13,Black,29,0
0,13,Black,11,0
0,13,Black,63,0
0,13,Black,47,0
0,13,White,7,0
0,13,White,31,0
0,13,Black,75,0
0,13,White,15,0
0,13,White,31,0
0,13,Black,21,0
0,13,White,37,0
0,13,White,35,0
0,13,Black,81,0
0,13,White,51,0
0,13,Black,7,0
0,19,Black,53,0
0,19,White,95,0
0,19,Black,33,0
0,19,White,55,0
0,19,Black,59,0
0,19,White,7,0
0,19,Black,57,0
0,19,Black,49,0
0,19,Black,13,0
0,19,Black,101,0
0,19,White,35,0
0,19,Black,61,0
0,19,Black,49,0
0,19,White,15,0
0,19,Black,53,0
0,19,White,119,0
0,19,Black,27,0
0,19,White,181,0
0,19,Black,27,0
0,19,Black,5,0
0,19,White,25,0
0,19,Black,39,0
0,19,Black,43,0
0,19,White,73,0
0,19,Black,111,0
0,19,Black,35,0
0,19,Black,3,0
0,19,Black,39,0
0,19,Black,83,0
0,19,White,51,0
0,19,Black,63,0
0,19,Black,35,0
0,19,Black,3,0
0,19,White,21,0
0,19,Black,129,0
0,19,Black,67,0
0,19,White,77,0
0,19,White,1,0
0,19,Black,5,0
0,19,Black,147,0
0,19,Black,21,0
0,19,Black,111,0
0,19,White,81,0
0,19,Black,51,0
0,19,Black,41,0
0,19,Black,103,0
0,19,Black,45,0
0,19,Black,33,0
0,19,White,23,0
0,19,Black,19,0
0,19,White,37,0
0,19,White,51,0
0,19,Black,111,0
0,19,White,11,0
0,19,White,1,0
0,19,Black,5,0
0,19,Black,123,0
0,19,White,71,0
0,19,White,103,0
0,19,White,71,0
0,19,White,17,0
0,19,White,9,0
0,19,Black,39,0
0,19,Black,13,0
0,19,Black,17,0
0,19,White,97,0
0,19,Black,81,0
0,19,Black,77,0
0,19,White,109,0
0,19,White,31,0
0,19,Black,35,0
0,19,White,11,0
0,19,White,81,0
0,19,White,45,0
0,19,Black,59,0
0,19,Black,57,0
0,19,Black,137,0
0,19,Black,19,0
0,19,White,51,0
0,19,White,61,0
0,19,White,11,0
0,19,White,97,0
0,19,Black,29,0
0,19,White,63,0
0,19,Black,63,0
0,19,White,15,0
0,19,Black,39,0
0,19,Black,145,0
0,19,White,5,0
0,19,White,21,0
0,19,White,27,0
0,19,Black,53,0
0,19,White,131,0
0,19,White,27,0
0,19,White,25,0
0,19,White,39,0
0,19,Black,103,0
0,19,Black,67,0
0,19,White,95,0
0,19,White,15,0
0,19,Black,9,0
0,19,Black,55,0
0,19,White,87,0
0,19,White,37,0
0,19,White,45,0
0,19,Black,37,0
0,19,White,139,0
0,19,White,109,0
0,19,White,11,0
0,19,Black,71,0
0,19,Black,49,0
0,19,White,57,0
0,19,White,29,0
0,19,White,31,0
0,19,Black,81,0
0,19,White,113,0
0,19,Black,81,0
0,19,White,41,0
0,19,Black,17,0
0,19,White,49,0
0,19,Black,5,0
0,19,Black,49,0
0,19,Black,183,0
0,19,White,23,0
0,19,Black,21,0
0,19,White,5,0
0,19,White,7,0
0,19,Black,61,0
0,19,Black,11,0
0,19,White,191,0
0,19,White,45,0
0,19,Black,67,0
0,19,White,3,0
0,19,White,53,0
0,19,White,103,0
0,19,Black,25,0
0,19,White,41,0
0,19,Black,97,0
0,19,White,5,0
0,19,White,185,0
0,19,White,91,0
0,19,Black,49,0
0,19,Black,25,0
0,19,White,39,0
0,19,Black,77,0
0,19,Black,67,0
0,19,White,15,0
0,19,Black,63,0
0,19,Black,23,0
0,19,White,29,0
0,19,Black,63,0
0,19,White,65,0
0,19,White,17,0
0,19,White,109,0
0,19,White,133,0
0,19,White,121,0
0,19,Black,51,0
0,19,Black,87,0
0,19,White,65,0
0,19,White,137,0
0,19,White,93,0
0,19,White,105,0
0,19,Black,79,0
0,19,Black,31,0
0,19,White,7,0
0,19,Black,43,0
0,19,White,73,0
0,19,Black,41,0
0,19,White,115,0
0,19,White,169,0
0,19,White,65,0
0,19,Black,135,0
0,19,White,25,0
0,19,Black,43,0
0,19,Black,11,0
0,19,Black,31,0
0,19,White,39,0
0,19,Black,27,0
0,19,White,79,0
0,19,Black,97,0
0,19,White,105,0
0,19,Black,183,0
0,19,Black,103,0
0,19,White,51,0
0,19,White,163,0
0,19,White,53,0
0,19,Black,153,0
0,19,Black,147,0
0,19,White,91,0
0,19,Black,161,0
0,19,Black,35,0
0,19,Black,187,0
0,19,White,7,0
0,19,White,15,0
0,19,Black,5,0
0,19,White,191,0
0,19,Black,81,0
0,19,White,85,0
0,19,White,27,0
0,19,White,137,0
0,19,White,105,0
0,19,Black,13,0
0,19,Black,13,0
0,19,White,9,0
0,19,White,77,0
0,19,Black,29,0
0,19,White,51,0
0,19,Black,69,0
0,19,White,55,0
0,19,Black,101,0
0,19,Black,111,0
0,19,Black,49,0
0,19,Black,1,0
0,19,White,11,0
0,19,White,97,0
0,19,Black,25,0
0,19,White,37,0
0,19,Black,51,0
0,19,Black,135,0
0,19,Black,19,0
0,19,Black,71,0
0,19,White,39,0
0,19,White,157,0
0,19,White,93,0
0,19,White,93,0
0,19,Black,7,0
0,19,White,85,0
0,19,Black,137,0
0,19,White,27,0
0,19,Black,53,0
0,19,White,3,0
0,19,Black,61,0
0,19,White,15,0
0,19,Black,141,0
0,19,White,107,0
0,19,White,17,0
0,19,Black,21,0
0,19,White,31,0
0,19,White,59,0
0,19,Black,31,0
0,19,White,75,0
0,19,White,19,0
0,19,Black,35,0
0,19,White,13,0
0,19,Black,19,0
0,19,White,43,0
0,19,White,1,0
0,19,Black,39,0
0,19,Black,55,0
0,19,Black,25,0
0,19,White,9,0
0,19,White,69,0
0,19,White,79,0
0,19,Black,49,0
0,19,Black,41,0
0,19,White,33,0
0,19,Black,45,0
0,19,White,49,0
0,19,Black,13,0
0,19,White,81,0
0,19,Black,19,0
0,19,White,27,0
0,19,Black,99,0
0,19,Black,27,0
0,19,White,3,0
0,19,Black,25,0
0,19,Black,19,0
0,19,Black,31,0
0,19,White,77,0
0,19,White,63,0
0,19,Black,81,0
0,19,Black,161,0
0,19,Black,11,0
0,19,White,17,0
0,19,Black,65,0
0,19,Black,21,0
0,19,White,109,0
0,19,White,19,0
0,19,White,75,0
0,19,White,93,0
0,19,White,19,0
0,19,White,21,0
0,19,White,3,0
0,19,Black,9,0
0,19,Black,99,0
0,19,White,255,0
0,19,Black,75,0
0,19,White,89,0
0,19,Black,29,0
0,19,White,5,0
0,19,Black,1,0
0,19,White,211,0
0,19,Black,61,0
0,19,White,103,0
0,19,White,109,0
0,19,White,3,0
0,19,Black,127,0
0,19,White,45,0
0,19,Black,89,0
0,19,White,91,0
0,19,Black,3,0
0,19,White,91,0
0,19,Black,13,0
0,19,White,43,0
0,19,White,9,0
0,19,White,87,0
0,19,White,153,0
0,19,Black,27,0
0,19,Black,35,0
0,19,Black,13,0
0,19,White,15,0
0,19,Black,53,0
0,19,Black,31,0
0,19,White,5,0
0,19,Black,25,0
0,19,White,37,0
0,19,White,3,0
0,19,Black,179,0
0,19,White,99,0
0,19,Black,17,0
0,19,Black,51,0
0,19,Black,21,0
0,19,White,79,0
0,19,Black,59,0
0,19,White,39,0
0,19,Black,97,0
0,19,Black,105,0
0,19,White,45,0
0,19,Black,37,0
0,19,White,27,0
0,19,White,123,0
0,19,White,65,0
0,19,Black,55,0
0,19,Black,35,0
0,19,White,59,0
0,19,White,75,0
0,19,Black,119,0
0,19,White,107,0
0,19,Black,83,0
0,19,Black,63,0
0,19,Black,25,0
0,19,White,39,0
0,19,White,23,0
0,19,White,61,0
0,19,Black,19,0
0,19,White,15,0
0,19,White,23,0
0,19,White,37,0
0,19,Black,7,0
0,19,Black,43,0
0,19,Black,43,0
0,19,Black,47,0
0,19,White,33,0
0,19,Black,33,0
0,19,White,13,0
0,19,Black,139,0
0,19,Black,59,0
0,19,White,67,0
0,19,Black,79,0
0,19,Black,33,0
0,19,Black,45,0
0,19,Black,119,0
0,19,White,3,0
0,19,White,3,0
0,19,Black,31,0
0,19,Black,51,0
0,19,White,17,0
0,19,Black,53,0
0,19,White,95,0
0,19,Black,69,0
0,19,White,27,0
0,19,Black,15,0
0,19,White,31,0
0,19,White,69,0
0,19,Black,57,0
0,19,White,39,0
0,19,White,37,0
0,19,Black,101,0
0,19,White,41,0
0,19,Black,9,0
0,19,Black,19,0
0,19,White,59,0
0,19,Black,161,0
0,19,White,65,0
0,19,Black,185,0
0,19,Black,133,0
0,19,Black,59,0
0,19,Black,45,0
0,19,White,103,0
0,19,Black,35,0
0,19,White,115,0
0,19,Black,91,0
0,19,White,17,0
0,19,Black,19,0
0,19,White,79,0
0,19,White,37,0
0,19,Black,63,0
0,19,White,23,0
0,19,White,61,0
0,19,Black,19,0
0,19,Black,69,0
0,19,Black,59,0
0,19,Black,45,0
0,19,Black,37,0
0,19,White,117,0
0,19,White,23,0
0,19,Black,5,0
0,19,White,55,0
0,19,White,3,0
0,19,Black,3,0
0,19,White,15,0
0,19,White,99,0
0,19,White,115,0
0,19,Black,17,0
0,19,White,91,0
0,19,White,17,0
0,19,White,19,0
0,19,Black,83,0
0,19,White,67,0
0,19,Black,9,0
0,19,Black,137,0
0,19,Black,73,0
0,19,Black,9,0
0,19,White,59,0
0,19,White,19,0
0,19,White,165,0
0,19,White,75,0
0,19,White,75,0
0,19,White,65,0
0,19,White,215,0
0,19,Black,25,0
0,19,White,7,0
0,19,White,149,0
0,19,Black,109,0
0,19,Black,5,0
0,19,White,11,0
0,19,Black,35,0
0,19,Black,111,0
0,19,White,19,0
0,19,Black,59,0
0,19,Black,49,0
0,19,Black,1,0
0,19,Black,7,0
0,19,White,91,0
0,19,Black,67,0
0,19,White,81,0
0,19,White,17,0
0,19,White,9,0
0,19,White,13,0
0,19,Black,77,0
0,19,Black,159,0
0,19,Black,1,0
0,19,Black,7,0
0,19,Black,29,0
0,19,Black,33,0
0,19,White,85,0
0,19,White,13,0
0,19,Black,29,0
0,19,Black,25,0
0,19,White,1,0
0,19,White,55,0
0,19,White,29,0
0,19,White,1,0
0,19,Black,43,0
0,19,White,19,0
0,19,White,1,0
0,19,White,13,0
0,19,White,145,0
0,19,Black,103,0
0,19,Black,37,0
0,19,White,125,0
0,19,Black,9,0
0,19,Black,19,0
0,19,White,19,0
0,19,White,25,0
0,19,White,87,0
0,19,White,23,0
0,19,Black,65,0
0,19,White,91,0
0,19,White,99,0
0,19,White,61,0
0,19,White,41,0
0,19,Black,109,0
0,19,White,123,0
0,19,White,33,0
0,19,White,111,0
0,19,White,105,0
0,19,White,59,0
0,19,Black,89,0
0,19,White,1,0
0,19,Black,35,0
0,19,White,107,0
0,19,Black,9,0
0,19,Black,79,0
0,19,White,73,0
0,19,White,41,0
0,19,Black,101,0
0,19,White,21,0
0,19,Black,83,0
0,19,Black,55,0
0,19,White,103,0
0,19,White,37,0
0,19,White,41,0
0,19,White,31,0
0,19,Black,29,0
0,19,Black,37,0
0,19,White,21,0
0,19,White,3,0
0,19,White,89,0
0,19,Black,109,0
0,19,White,17,0
0,19,Black,61,0
0,19,White,135,0
0,19,Black,147,0
0,19,White,39,0
0,19,White,21,0
0,19,Black,63,0
0,19,White,103,0
0,19,Black,5,0
0,19,Black,87,0
0,19,Black,75,0
0,19,White,97,0
0,19,White,23,0
0,19,White,67,0
0,19,White,27,0
0,19,Black,123,0
0,19,Black,35,0
0,19,White,39,0
0,19,Black,59,0
0,19,Black,5,0
0,19,Black,21,0
0,19,White,203,0
0,19,White,13,0
0,19,Black,9,0
0,19,Black,95,0
0,19,White,55,0
0,19,Black,45,0
0,19,Black,93,0
0,19,White,41,0
0,19,White,93,0
0,19,Black,91,0
0,19,White,27,0
0,19,White,21,0
0,19,White,109,0
0,19,Black,19,0
0,19,Black,37,0
0,19,Black,55,0
0,19,White,79,0
0,19,White,9,0
0,19,White,65,0
0,19,White,109,0
0,19,Black,9,0
0,19,White,11,0
0,19,Black,91,0
0,19,Black,11,0
0,19,Black,37,0
0,19,Black,13,0
0,19,White,107,0
0,19,Black,43,0
0,19,White,31,0
0,19,Black,7,0
0,19,White,119,0
0,19,Black,77,0
0,19,White,45,0
0,19,White,147,0
0,19,White,33,0
0,19,White,97,0
0,19,White,49,0
0,19,White,7,0
0,19,Black,27,0
0,19,White,45,0
0,19,Black,11,0
0,19,White,7,0
0,19,Black,23,0
0,19,Black,81,0
0,19,White,21,0
0,19,Black,75,0
0,19,White,127,0
0,19,White,67,0
0,19,White,1,0
0,19,Black,1,0
0,19,White,123,0
0,19,Black,49,0
0,19,Black,27,0
0,19,Black,45,0
0,19,White,39,0
0,19,White,57,0
0,19,Black,45,0
0,19,White,75,0
0,19,White,71,0
0,19,Black,47,0
0,19,Black,49,0
0,19,White,105,0
0,19,Black,25,0
0,19,White,75,0
0,19,White,55,0
0,19,Black,35,0
0,19,Black,5,0
0,19,White,75,0
0,19,White,9,0
0,19,Black,23,0
0,19,White,7,0
0,19,Black,59,0
0,19,Black,65,0
0,19,White,37,0
0,19,White,87,0
0,19,Black,191,0
0,19,Black,91,0
0,19,White,119,0
0,19,White,39,0
0,19,Black,15,0
0,19,White,11,0
0,19,White,13,0
0,19,White,23,0
0,19,Black,121,0
0,19,Black,51,0
0,19,White,147,0
0,19,Black,11,0
0,19,Black,27,0
0,19,Black,97,0
0,19,Black,111,0
0,19,White,61,0
0,19,Black,11,0
0,19,White,113,0
0,19,White,35,0
0,19,White,33,0
0,19,White,89,0
0,19,Black,1,0
0,19,White,97,0
0,19,White,109,0
0,19,White,53,0
0,19,White,147,0
0,19,Black,83,0
0,19,Black,37,0
0,19,Black,81,0
0,19,Black,43,0
0,19,White,57,0
0,19,White,67,0
0,19,White,9,0
0,19,White,91,0
0,19,Black,19,0
0,19,White,31,0
0,19,Black,85,0
0,19,Black,19,0
0,19,White,125,0
0,19,White,19,0
0,19,White,109,0
0,19,Black,195,0
0,19,Black,67,0
0,19,White,101,0
0,19,Black,35,0
0,19,White,31,0
0,19,White,49,0
0,19,Black,11,0
0,19,Black,29,0
0,19,White,31,0
0,19,Black,47,0
0,19,Black,109,0
0,19,White,9,0
0,19,White,31,0
0,19,Black,11,0
0,19,White,107,0
0,19,White,79,0
0,19,Black,13,0
0,19,Black,9,0
0,19,White,3,0
0,19,Black,53,0
0,19,Black,47,0
0,19,Black,27,0
0,19,Black,51,0
0,19,Black,61,0
0,19,Black,55,0
0,19,Black,39,0
0,19,Black,15,0
0,19,Black,121,0
0,19,White,3,0
0,19,White,17,0
0,19,White,159,0
0,19,Black,51,0
0,19,Black,33,0
0,19,White,65,0
0,19,Black,161,0
0,19,Black,9,0
0,19,White,25,0
0,19,White,97,0
0,19,Black,137,0
0,19,White,43,0
0,19,White,7,0
0,19,Black,121,0
0,19,White,113,0
0,19,Black,107,0
0,19,Black,83,0
0,19,Black,67,0
0,19,White,85,0
0,19,White,39,0
0,19,Black,49,0
0,19,White,11,0
0,19,Black,93,0
0,19,White,83,0
0,19,White,95,0
0,19,Black,39,0
0,19,Black,15,0
0,19,White,27,0
0,19,White,63,0
0,19,Black,103,0
0,19,Black,81,0
0,19,White,11,0
0,19,White,97,0
0,19,White,97,0
0,19,Black,71,0
0,19,White,17,0
0,19,Black,1,0
0,19,White,17,0
0,19,Black,215,0
0,19,White,27,0
0,19,White,7,0
0,19,Black,25,0
0,19,Black,65,0
0,19,Black,75,0
0,19,White,107,0
0,19,Black,25,0
0,19,Black,7,0
0,19,White,9,0
0,19,Black,21,0
0,19,Black,79,0
0,19,White,75,0
0,19,Black,31,0
0,19,White,1,0
0,19,White,1,0
0,19,White,197,0
0,19,White,9,0
0,19,Black,49,0
0,19,White,21,0
0,19,Black,67,0
0,19,White,103,0
0,19,White,175,0
0,19,White,9,0
0,19,Black,49,0
0,19,White,7,0
0,19,White,3,0
0,19,White,9,0
0,19,White,17,0
0,19,Black,21,0
0,19,Black,7,0
0,19,White,125,0
0,19,White,17,0
0,19,Black,51,0
0,19,White,77,0
0,19,Black,63,0
0,19,White,55,0
0,19,Black,77,0
0,19,Black,27,0
0,19,White,31,0
0,19,Black,117,0
0,19,Black,45,0
0,19,White,7,0
0,19,Black,87,0
0,19,Black,51,0
0,19,Black,87,0
0,19,White,125,0
0,19,Black,5,0
0,19,Black,33,0
0,19,White,45,0
0,19,White,97,0
0,19,White,89,0
0,19,White,35,0
0,19,White,91,0
0,19,White,181,0
0,19,Black,13,0
0,19,White,63,0
0,19,Black,49,0
0,19,White,15,0
0,19,Black,69,0
0,19,White,1,0
0,19,White,117,0
0,19,Black,171,0
0,19,Black,77,0
0,19,Black,123,0
0,19,White,5,0
0,19,Black,23,0
0,19,White,27,0
0,19,Black,67,0
0,19,White,109,0
0,19,Black,7,0
0,19,White,11,0
0,19,White,65,0
0,19,White,157,0
0,19,Black,87,0
0,19,Black,41,0
0,19,Black,159,0
0,19,White,61,0
0,19,Black,35,0
0,19,White,13,0
0,19,Black,11,0
0,19,Black,187,0
0,19,Black,107,0
0,19,White,19,0
0,19,Black,33,0
0,19,Black,131,0
0,19,Black,5,0
0,19,White,57,0
0,19,White,3,0
0,19,White,45,0
0,19,White,11,0
0,19,White,9,0
0,19,Black,55,0
0,19,Black,37,0
0,19,Black,17,0
0,19,White,77,0
0,19,White,15,0
0,19,White,103,0
0,19,White,23,0
0,19,Black,89,0
0,19,White,21,0
0,19,White,69,0
0,19,Black,1,0
0,19,White,41,0
0,19,White,47,0
0,19,White,57,0
0,19,Black,7,0
0,19,Black,95,0
0,19,White,3,0
0,19,Black,137,0
0,19,White,61,0
0,19,Black,39,0
0,19,White,5,0
0,19,Black,53,0
0,19,White,7,0
0,19,Black,5,0
0,19,White,1,0
0,19,Black,43,0
0,19,White,51,0
0,19,White,3,0
0,19,Black,77,0
0,19,Black,63,0
0,19,Black,151,0
0,19,White,17,0
0,19,White,19,0
0,19,Black,39,0
0,19,White,23,0
0,19,White,129,0
0,19,Black,67,0
0,19,Black,9,0
0,19,Black,77,0
0,19,White,35,0
0,19,Black,21,0
0,19,White,55,0
0,19,White,7,0
0,19,Black,33,0
0,19,White,107,0
0,19,Black,75,0
0,19,White,37,0
0,19,Black,105,0
0,19,Black,95,0
0,19,Black,27,0
0,19,White,11,0
0,19,White,155,0
0,19,Black,101,0
0,19,White,49,0
0,19,Black,87,0
0,19,White,19,0
0,19,Black,29,0
0,19,White,87,0
0,19,Black,43,0
0,19,Black,23,0
0,19,White,13,0
0,19,White,19,0
0,19,Black,91,0
0,19,White,35,0
0,19,Black,85,0
0,19,Black,21,0
0,19,Black,33,0
0,19,Black,29,0
0,19,White,137,0
0,19,White,1,0
0,19,White,117,0
0,19,White,75,0
0,19,Black,51,0
0,19,Black,95,0
0,19,Black,41,0
0,19,Black,63,0
0,19,White,1,0
0,19,White,5,0
0,19,Black,29,0
0,19,Black,43,0
0,19,White,125,0
0,19,White,71,0
0,19,White,31,0
0,19,Black,95,0
0,19,Black,37,0
0,19,Black,21,0
0,19,Black,99,0
0,19,Black,3,0
0,19,Black,83,0
0,19,White,69,0
0,19,White,105,0
0,19,Black,111,0
0,19,Black,117,0
0,19,Black,61,0
0,19,White,57,0
0,19,Black,65,0
0,19,White,19,0
0,19,Black,29,0
0,19,White,35,0
0,19,White,29,0
0,19,White,47,0
0,19,White,15,0
0,19,Black,137,0
0,19,Black,23,0
0,19,White,107,0
0,19,White,57,0
0,19,White,73,0
0,19,White,67,0
0,19,Black,63,0
0,19,White,155,0
0,19,White,187,0
0,19,White,99,0
0,19,Black,11,0
0,19,Black,55,0
0,19,White,41,0
0,19,White,53,0
0,19,Black,137,0
0,19,Black,13,0
0,19,Black,115,0
0,19,White,15,0
0,19,Black,19,0
0,19,White,151,0
0,19,White,69,0
0,19,Black,173,0
0,19,Black,33,0
0,19,White,51,0
0,19,Black,91,0
0,19,Black,101,0
0,19,Black,71,0
0,19,White,1,0
0,19,Black,19,0
0,19,White,97,0
0,19,White,27,0
0,19,Black,29,0
0,19,White,67,0
0,19,White,63,0
0,19,Black,55,0
0,19,White,29,0
0,19,Black,77,0
0,19,Black,79,0
0,19,Black,3,0
0,19,Black,73,0
0,19,White,13,0
0,19,Black,47,0
0,19,White,35,0
0,19,White,41,0
0,19,Black,111,0
0,19,Black,17,0
0,19,Black,75,0
0,19,White,55,0
0,19,White,85,0
0,19,White,151,0
0,19,White,3,0
0,19,Black,107,0
0,19,Black,61,0
0,19,White,145,0
0,19,Black,17,0
0,19,White,19,0
0,19,Black,11,0
0,19,White,89,0
0,19,Black,5,0
0,19,Black,65,0
0,19,White,69,0
0,19,White,95,0
0,19,Black,13,0
0,19,Black,21,0
0,19,Black,31,0
0,19,Black,5,0
0,19,Black,41,0
0,19,White,5,0
0,19,Black,45,0
0,19,White,37,0
0,19,White,83,0
0,19,Black,51,0
0,19,Black,27,0
0,19,White,13,0
0,19,White,1,0
0,19,White,197,0
0,19,Black,75,0
0,19,White,101,0
0,19,Black,25,0
0,19,White,101,0
0,19,Black,179,0
0,19,Black,85,0
0,19,Black,179,0
0,19,White,17,0
0,19,Black,95,0
0,19,White,77,0
0,19,White,41,0
0,19,Black,43,0
0,19,Black,3,0
0,19,White,33,0
0,19,Black,35,0
0,19,Black,69,0
0,19,Black,73,0
0,9,White,60.5,5.5
0,9,White,14.5,5.5
0,9,White,12.5,5.5
0,9,Black,75.5,5.5
0,9,Black,3.5,5.5
0,9,White,20.5,5.5
0,9,Black,15.5,5.5
0,9,White,34.5,5.5
0,9,White,16.5,5.5
0,9,White,48.5,5.5
0,9,White,14.5,5.5
0,9,White,6.5,5.5
0,9,White,28.5,5.5
0,9,Black,3.5,5.5
0,9,Black,37.5,5.5
0,9,Black,75.5,5.5
0,9,White,40.5,5.5
0,9,Black,15.5,5.5
0,9,White,8.5,5.5
0,9,Black,7.5,5.5
0,9,Black,3.5,5.5
0,9,Black,75.5,5.5
0,9,White,24.5,5.5
0,9,White,4.5,5.5
0,9,Black,27.5,5.5
0,9,Black,37.5,5.5
0,9,Black,7.5,5.5
0,9,White,36.5,5.5
0,9,Black,23.5,5.5
0,9,Black,15.5,5.5
0,9,Black,7.5,5.5
0,9,White,48.5,5.5
0,9,White,64.5,5.5
0,9,White,18.5,5.5
0,9,Black,29.5,5.5
0,9,White,86.5,5.5
0,9,White,36.5,5.5
0,9,Black,7.5,5.5
0,9,White,22.5,5.5
0,9,White,8.5,5.5
0,9,White,16.5,5.5
0,9,White,86.5,5.5
0,9,Black,3.5,5.5
0,9,White,34.5,5.5
0,9,Black,3.5,5.5
0,9,White,6.5,5.5
0,9,Black,23.5,5.5
0,9,White,12.5,5.5
0,9,White,24.5,5.5
0,9,Black,75.5,5.5
0,9,White,86.5,5.5
0,9,Black,11.5,5.5
0,9,White,46.5,5.5
0,9,Black,75.5,5.5
0,9,Black,31.5,5.5
0,9,White,22.5,5.5
0,9,White,42.5,5.5
0,9,White,10.5,5.5
0,9,White,6.5,5.5
0,9,Black,21.5,5.5
